Suburb,Rooms,Type,Price,Regionname
Point Cook,4,h,617500,Western Metropolitan
Point Cook,3,h,476500,Western Metropolitan
Point Cook,3,h,590000,Western Metropolitan
Point Cook,3,h,606000,Western Metropolitan
Point Cook,4,h,490000,Western Metropolitan
Point Cook,4,h,725000,Western Metropolitan
Point Cook,4,h,771000,Western Metropolitan
Point Cook,3,h,753000,Western Metropolitan
Point Cook,3,h,608000,Western Metropolitan
Port Melbourne,3,u,0,Southern Metropolitan
Port Melbourne,3,h,0,Southern Metropolitan
Port Melbourne,3,h,1920000,Southern Metropolitan
Port Melbourne,5,h,0,Southern Metropolitan
Port Melbourne,3,h,1930000,Southern Metropolitan
Port Melbourne,1,u,585000,Southern Metropolitan
Port Melbourne,2,u,880000,Southern Metropolitan
Port Melbourne,2,h,0,Southern Metropolitan
Port Melbourne,2,u,985000,Southern Metropolitan
Port Melbourne,3,h,1585000,Southern Metropolitan
Port Melbourne,2,h,0,Southern Metropolitan
Port Melbourne,1,u,542000,Southern Metropolitan
Port Melbourne,1,u,571000,Southern Metropolitan
Port Melbourne,1,u,0,Southern Metropolitan
Prahran,3,h,1960000,Southern Metropolitan
Prahran,2,h,1300000,Southern Metropolitan
Prahran,1,u,418000,Southern Metropolitan
Prahran,2,h,0,Southern Metropolitan
Prahran,4,h,0,Southern Metropolitan
Prahran,1,u,592000,Southern Metropolitan
Prahran,1,u,0,Southern Metropolitan
Preston,3,h,833000,Northern Metropolitan
Preston,4,h,1165000,Northern Metropolitan
Preston,4,h,1040000,Northern Metropolitan
Preston,2,h,935000,Northern Metropolitan
Preston,3,h,700000,Northern Metropolitan
Preston,2,h,960000,Northern Metropolitan
Preston,3,h,0,Northern Metropolitan
Preston,3,h,0,Northern Metropolitan
Preston,3,u,510000,Northern Metropolitan
Preston,3,t,1171000,Northern Metropolitan
Preston,4,h,1205000,Northern Metropolitan
Princes Hill,3,h,1150000,Northern Metropolitan
Princes Hill,2,h,1600000,Northern Metropolitan
Princes Hill,2,h,938000,Northern Metropolitan
Research,3,u,605000,Eastern Metropolitan
Research,3,h,720000,Eastern Metropolitan
Reservoir,4,h,1210000,Northern Metropolitan
Reservoir,3,t,620000,Northern Metropolitan
Reservoir,3,h,907000,Northern Metropolitan
Reservoir,3,t,600000,Northern Metropolitan
Reservoir,2,t,595000,Northern Metropolitan
Reservoir,2,h,579000,Northern Metropolitan
Reservoir,2,h,690000,Northern Metropolitan
Reservoir,4,h,1181000,Northern Metropolitan
Reservoir,3,h,725000,Northern Metropolitan
Reservoir,4,h,925000,Northern Metropolitan
Reservoir,4,h,980000,Northern Metropolitan
Reservoir,3,h,981000,Northern Metropolitan
Reservoir,3,h,795000,Northern Metropolitan
Reservoir,3,h,750000,Northern Metropolitan
Reservoir,3,t,732500,Northern Metropolitan
Reservoir,3,h,1110000,Northern Metropolitan
Reservoir,2,u,440000,Northern Metropolitan
Reservoir,3,t,720000,Northern Metropolitan
Reservoir,4,h,950000,Northern Metropolitan
Richmond,2,h,0,Northern Metropolitan
Richmond,2,h,1250000,Northern Metropolitan
Richmond,3,h,915000,Northern Metropolitan
Richmond,1,u,0,Northern Metropolitan
Richmond,2,u,660000,Northern Metropolitan
Richmond,3,h,0,Northern Metropolitan
Ringwood,4,h,926000,Eastern Metropolitan
Ringwood,4,h,0,Eastern Metropolitan
Ringwood,5,h,0,Eastern Metropolitan
Ringwood,3,h,1180000,Eastern Metropolitan
Ringwood,2,h,725000,Eastern Metropolitan
Ringwood East,3,h,914888,Eastern Metropolitan
Ringwood East,3,h,726000,Eastern Metropolitan
Ringwood East,3,h,1066000,Eastern Metropolitan
Rosanna,3,h,1050000,Eastern Metropolitan
Rosanna,3,h,1080000,Eastern Metropolitan
Rosanna,3,h,1402000,Eastern Metropolitan
Rowville,4,h,0,South-Eastern Metropolitan
Roxburgh Park,4,h,0,Northern Metropolitan
Roxburgh Park,3,h,522500,Northern Metropolitan
Roxburgh Park,4,h,477000,Northern Metropolitan
Roxburgh Park,3,h,550000,Northern Metropolitan
Roxburgh Park,7,h,860000,Northern Metropolitan
Sandhurst,5,h,0,South-Eastern Metropolitan
Sandringham,3,u,1235500,Southern Metropolitan
Sandringham,4,h,0,Southern Metropolitan
Sandringham,3,u,1260000,Southern Metropolitan
Sandringham,3,h,1555000,Southern Metropolitan
Sandringham,3,h,1918000,Southern Metropolitan
Sandringham,3,t,1191500,Southern Metropolitan
Seaford,3,h,0,South-Eastern Metropolitan
Seaford,3,h,0,South-Eastern Metropolitan
Seddon,3,h,0,Western Metropolitan
Seddon,2,h,0,Western Metropolitan
South Kingsville,3,h,1320000,Western Metropolitan
South Melbourne,3,h,0,Southern Metropolitan
South Melbourne,3,u,0,Southern Metropolitan
South Morang,3,h,611000,Northern Metropolitan
South Morang,4,h,620000,Northern Metropolitan
South Morang,3,u,471000,Northern Metropolitan
South Morang,3,h,433500,Northern Metropolitan
South Morang,4,h,0,Northern Metropolitan
South Yarra,3,h,1700000,Southern Metropolitan
South Yarra,2,h,1350000,Southern Metropolitan
South Yarra,3,h,1600000,Southern Metropolitan
South Yarra,1,u,0,Southern Metropolitan
South Yarra,1,u,385000,Southern Metropolitan
South Yarra,3,h,0,Southern Metropolitan
South Yarra,3,t,0,Southern Metropolitan
South Yarra,7,h,0,Southern Metropolitan
South Yarra,1,u,375000,Southern Metropolitan
South Yarra,2,u,792000,Southern Metropolitan
South Yarra,2,h,0,Southern Metropolitan
South Yarra,1,u,340000,Southern Metropolitan
Spotswood,4,h,0,Western Metropolitan
Spotswood,1,h,0,Western Metropolitan
Springvale,3,h,0,South-Eastern Metropolitan
Springvale,3,h,0,South-Eastern Metropolitan
Springvale,3,h,930000,South-Eastern Metropolitan
Springvale South,2,u,520000,South-Eastern Metropolitan
St Albans,3,h,600000,Western Metropolitan
St Albans,2,h,460000,Western Metropolitan
St Albans,3,h,730000,Western Metropolitan
St Albans,3,h,785000,Western Metropolitan
St Albans,4,h,737000,Western Metropolitan
St Albans,3,u,0,Western Metropolitan
St Albans,3,h,570000,Western Metropolitan
St Albans,3,u,360000,Western Metropolitan
St Albans,3,h,0,Western Metropolitan
St Kilda,2,u,587000,Southern Metropolitan
St Kilda,2,u,0,Southern Metropolitan
St Kilda,1,u,467500,Southern Metropolitan
St Kilda,2,u,630000,Southern Metropolitan
St Kilda,4,h,1630000,Southern Metropolitan
St Kilda,2,u,0,Southern Metropolitan
Strathmore,4,h,1960000,Western Metropolitan
Strathmore,4,h,1470000,Western Metropolitan
Strathmore,4,h,0,Western Metropolitan
Strathmore,4,h,1370000,Western Metropolitan
Strathmore,4,h,1610000,Western Metropolitan
Strathmore,3,h,880000,Western Metropolitan
Strathmore,2,u,674000,Western Metropolitan
Sunbury,3,h,566000,Western Metropolitan
Sunbury,4,h,650000,Western Metropolitan
Sunbury,4,h,711000,Western Metropolitan
Sunbury,3,h,435000,Western Metropolitan
Sunbury,3,h,530000,Western Metropolitan
Sunbury,4,h,475000,Western Metropolitan
Sunshine,3,h,1000000,Western Metropolitan
Sunshine,3,h,761000,Western Metropolitan
Sunshine,4,h,1050000,Western Metropolitan
Sunshine,3,h,786000,Western Metropolitan
Sunshine,3,h,693000,Western Metropolitan
Sunshine West,3,h,710000,Western Metropolitan
Sunshine West,3,h,770000,Western Metropolitan
Sunshine West,3,h,765000,Western Metropolitan
Sunshine West,4,h,427000,Western Metropolitan
Surrey Hills,4,h,0,Southern Metropolitan
Surrey Hills,2,u,645000,Southern Metropolitan
Surrey Hills,3,h,0,Southern Metropolitan
Surrey Hills,4,h,0,Southern Metropolitan
Surrey Hills,4,h,0,Southern Metropolitan
Surrey Hills,2,h,825000,Southern Metropolitan
Surrey Hills,3,h,1745000,Southern Metropolitan
Surrey Hills,2,u,814000,Southern Metropolitan
Sydenham,5,h,645000,Western Metropolitan
Sydenham,2,t,445000,Western Metropolitan
Tarneit,3,h,525000,Western Metropolitan
Tarneit,2,h,0,Western Metropolitan
Taylors Hill,4,h,790000,Western Metropolitan
Taylors Hill,3,h,763000,Western Metropolitan
Taylors Hill,3,h,610000,Western Metropolitan
Taylors Hill,4,h,692000,Western Metropolitan
Taylors Hill,4,h,640000,Western Metropolitan
Templestowe,4,h,1300000,Eastern Metropolitan
Templestowe,4,h,1290000,Eastern Metropolitan
Templestowe,4,t,1326000,Eastern Metropolitan
Templestowe,4,h,1200000,Eastern Metropolitan
Templestowe,4,h,1200000,Eastern Metropolitan
Templestowe,4,h,1700000,Eastern Metropolitan
Templestowe,4,h,1450000,Eastern Metropolitan
Templestowe,4,h,1240000,Eastern Metropolitan
Templestowe,4,h,1275000,Eastern Metropolitan
Templestowe Lower,3,h,1020000,Eastern Metropolitan
Templestowe Lower,3,h,0,Eastern Metropolitan
Templestowe Lower,4,h,1321000,Eastern Metropolitan
Templestowe Lower,4,h,1301000,Eastern Metropolitan
Templestowe Lower,3,h,1050000,Eastern Metropolitan
Templestowe Lower,6,h,1710000,Eastern Metropolitan
Templestowe Lower,4,h,0,Eastern Metropolitan
Thomastown,3,h,716000,Northern Metropolitan
Thomastown,3,h,672000,Northern Metropolitan
Thomastown,2,u,397500,Northern Metropolitan
Thomastown,3,h,0,Northern Metropolitan
Thornbury,2,h,1170000,Northern Metropolitan
Thornbury,1,u,372000,Northern Metropolitan
Thornbury,2,t,785000,Northern Metropolitan
Thornbury,3,h,860000,Northern Metropolitan
Thornbury,2,h,972000,Northern Metropolitan
Toorak,3,h,0,Southern Metropolitan
Toorak,3,t,1900000,Southern Metropolitan
Toorak,5,h,0,Southern Metropolitan
Toorak,3,h,0,Southern Metropolitan
Toorak,2,u,610000,Southern Metropolitan
Toorak,4,h,0,Southern Metropolitan
Tullamarine,3,t,650000,Western Metropolitan
Tullamarine,3,u,527000,Western Metropolitan
Vermont,3,h,1150000,Eastern Metropolitan
Vermont,4,h,0,Eastern Metropolitan
Vermont,3,h,1070000,Eastern Metropolitan
Vermont,3,t,900000,Eastern Metropolitan
Vermont,4,h,1133000,Eastern Metropolitan
Vermont,4,h,0,Eastern Metropolitan
Vermont,3,h,1060000,Eastern Metropolitan
Vermont South,4,h,1122000,Eastern Metropolitan
Vermont South,4,h,1500000,Eastern Metropolitan
viewbank,3,t,885000,Eastern Metropolitan
Viewbank,3,h,820000,Eastern Metropolitan
Viewbank,3,u,0,Eastern Metropolitan
Viewbank,4,h,980000,Eastern Metropolitan
Wallan,3,h,484000,Northern Victoria
Wantirna,4,h,952000,Eastern Metropolitan
Wantirna South,3,u,0,Eastern Metropolitan
Watsonia,5,h,0,Northern Metropolitan
Watsonia,3,t,695000,Northern Metropolitan
Watsonia,3,h,740000,Northern Metropolitan
Watsonia,2,h,885000,Northern Metropolitan
Werribee,3,h,0,Western Metropolitan
Werribee,3,h,480000,Western Metropolitan
Werribee,3,h,441000,Western Metropolitan
Werribee,5,h,575000,Western Metropolitan
Werribee,4,h,645000,Western Metropolitan
West Footscray,4,h,1600000,Western Metropolitan
West Footscray,3,t,700000,Western Metropolitan
West Footscray,3,h,881000,Western Metropolitan
West Footscray,3,h,871000,Western Metropolitan
West Footscray,2,h,1025000,Western Metropolitan
West Melbourne,4,h,1230000,Northern Metropolitan
West Melbourne,1,u,520000,Northern Metropolitan
West Melbourne,3,h,1190000,Northern Metropolitan
Westmeadows,3,t,490000,Northern Metropolitan
Westmeadows,3,h,625000,Northern Metropolitan
Wheelers Hill,4,h,1235000,South-Eastern Metropolitan
Wheelers Hill,4,h,0,South-Eastern Metropolitan
Williams Landing,4,h,615000,Western Metropolitan
Williamstown,3,h,1460000,Western Metropolitan
Williamstown,3,h,1651000,Western Metropolitan
Williamstown,3,h,1690000,Western Metropolitan
Williamstown,3,h,1777000,Western Metropolitan
Williamstown,3,h,1260000,Western Metropolitan
Williamstown,4,h,1665000,Western Metropolitan
Windsor,3,h,1900000,Southern Metropolitan
Windsor,1,u,370000,Southern Metropolitan
Wollert,4,h,600000,Northern Metropolitan
Wyndham Vale,3,h,440000,Western Metropolitan
Wyndham Vale,3,h,470000,Western Metropolitan
Wyndham Vale,3,h,468000,Western Metropolitan
Yarraville,3,h,0,Western Metropolitan
Yarraville,3,h,985000,Western Metropolitan
Yarraville,3,h,0,Western Metropolitan
Yarraville,3,h,861000,Western Metropolitan
Abbotsford,2,h,1050000,Northern Metropolitan
Abbotsford,2,h,1242000,Northern Metropolitan
Abbotsford,3,h,1165000,Northern Metropolitan
Aberfeldie,4,h,0,Western Metropolitan
Aberfeldie,4,h,1740000,Western Metropolitan
Aberfeldie,3,h,0,Western Metropolitan
Airport West,3,h,905000,Western Metropolitan
Airport West,3,h,985000,Western Metropolitan
Airport West,3,h,510000,Western Metropolitan
Airport West,2,u,480000,Western Metropolitan
Airport West,3,t,723000,Western Metropolitan
Albanvale,3,h,520000,Western Metropolitan
Albert Park,4,h,0,Southern Metropolitan
Albert Park,2,t,1500000,Southern Metropolitan
Albert Park,2,h,1190000,Southern Metropolitan
Altona,2,t,0,Western Metropolitan
Altona,3,h,1165000,Western Metropolitan
Altona,4,h,1295000,Western Metropolitan
Altona North,1,u,0,Western Metropolitan
Altona North,3,h,910000,Western Metropolitan
Ardeer,3,h,0,Western Metropolitan
Ardeer,3,t,503000,Western Metropolitan
Armadale,2,u,0,Southern Metropolitan
Armadale,1,u,405000,Southern Metropolitan
Ascot Vale,3,h,0,Western Metropolitan
Ascot Vale,2,h,1005000,Western Metropolitan
Ascot Vale,4,h,1316500,Western Metropolitan
Ashburton,3,h,0,Southern Metropolitan
Ashwood,3,t,1190000,Southern Metropolitan
Ashwood,3,h,1100000,Southern Metropolitan
Aspendale,3,h,1125000,South-Eastern Metropolitan
Avondale Heights,4,h,1600000,Western Metropolitan
Balaclava,2,u,490000,Southern Metropolitan
Balaclava,1,u,440000,Southern Metropolitan
Balwyn,3,h,1525000,Southern Metropolitan
Balwyn North,3,h,1670000,Southern Metropolitan
Balwyn North,4,h,0,Southern Metropolitan
Balwyn North,3,h,1305000,Southern Metropolitan
Balwyn North,4,h,1725000,Southern Metropolitan
Bayswater,3,h,784500,Eastern Metropolitan
Bayswater,4,h,750000,Eastern Metropolitan
Bayswater,2,u,485000,Eastern Metropolitan
Beaconsfield,4,h,875000,Eastern Victoria
Beaumaris,3,t,1205000,Southern Metropolitan
Beaumaris,4,h,0,Southern Metropolitan
Beaumaris,4,t,1450000,Southern Metropolitan
Beaumaris,4,h,1770000,Southern Metropolitan
Beaumaris,2,h,1235000,Southern Metropolitan
Bellfield,3,h,0,Eastern Metropolitan
Bentleigh,2,u,725000,Southern Metropolitan
Bentleigh East,2,u,535000,Southern Metropolitan
Bentleigh East,3,h,1640000,Southern Metropolitan
Bentleigh East,3,t,0,Southern Metropolitan
Bentleigh East,3,t,0,Southern Metropolitan
Bentleigh East,3,u,809000,Southern Metropolitan
Bentleigh East,3,h,1510000,Southern Metropolitan
Bentleigh East,4,t,1210000,Southern Metropolitan
Bentleigh East,4,t,1275000,Southern Metropolitan
Bentleigh East,4,h,1292000,Southern Metropolitan
Bentleigh East,3,h,1165000,Southern Metropolitan
Bentleigh East,3,h,959000,Southern Metropolitan
Bentleigh East,3,t,965000,Southern Metropolitan
Bentleigh East,3,h,1251000,Southern Metropolitan
Bentleigh East,3,h,1205000,Southern Metropolitan
Berwick,3,u,0,Eastern Victoria
Berwick,4,h,0,Eastern Victoria
Blackburn,4,h,0,Eastern Metropolitan
Blackburn,4,h,1190000,Eastern Metropolitan
Blackburn,3,h,0,Eastern Metropolitan
Blackburn,5,h,0,Eastern Metropolitan
Blackburn North,4,h,1315000,Eastern Metropolitan
Blackburn North,3,t,770000,Eastern Metropolitan
Blackburn South,3,h,0,Eastern Metropolitan
Bonbeach,2,u,950000,South-Eastern Metropolitan
Box Hill,3,h,0,Eastern Metropolitan
Box Hill,3,h,0,Eastern Metropolitan
Braybrook,3,h,730000,Western Metropolitan
Briar Hill,3,u,580000,Eastern Metropolitan
Brighton,2,t,1470000,Southern Metropolitan
Brighton East,4,t,1700000,Southern Metropolitan
Brighton East,5,h,1900000,Southern Metropolitan
Brighton East,3,t,972000,Southern Metropolitan
Broadmeadows,3,h,505000,Northern Metropolitan
Broadmeadows,3,h,600000,Northern Metropolitan
Broadmeadows,3,h,0,Northern Metropolitan
Broadmeadows,3,h,575000,Northern Metropolitan
Brunswick,4,h,1650000,Northern Metropolitan
Brunswick,2,u,600000,Northern Metropolitan
Brunswick,3,h,1440000,Northern Metropolitan
Brunswick,2,h,955000,Northern Metropolitan
Brunswick East,2,u,432000,Northern Metropolitan
Brunswick West,3,h,1200000,Northern Metropolitan
Brunswick West,2,h,545000,Northern Metropolitan
Brunswick West,1,h,327500,Northern Metropolitan
Brunswick West,4,h,1205000,Northern Metropolitan
Bulleen,3,h,0,Eastern Metropolitan
Bulleen,4,h,1320000,Eastern Metropolitan
Bundoora,4,h,1128000,Northern Metropolitan
Bundoora,3,h,666000,Northern Metropolitan
Bundoora,4,h,765000,Northern Metropolitan
Bundoora,5,h,1235000,Northern Metropolitan
Bundoora,3,h,741000,Northern Metropolitan
Bundoora,5,h,750000,Northern Metropolitan
Bundoora,3,h,0,Northern Metropolitan
Bundoora,3,h,736000,Northern Metropolitan
Bundoora,4,h,1000000,Northern Metropolitan
Burwood,2,t,0,Southern Metropolitan
Burwood,3,u,0,Southern Metropolitan
Burwood,4,h,1601000,Southern Metropolitan
Burwood,3,h,0,Southern Metropolitan
Burwood,5,h,1225000,Southern Metropolitan
Burwood East,4,h,1180000,Eastern Metropolitan
Burwood East,4,h,1403000,Eastern Metropolitan
Burwood East,3,h,0,Eastern Metropolitan
Camberwell,3,u,835000,Southern Metropolitan
Camberwell,5,h,0,Southern Metropolitan
Camberwell,2,u,0,Southern Metropolitan
Camberwell,2,u,0,Southern Metropolitan
Carlton,1,u,490000,Northern Metropolitan
Carlton,2,u,500000,Northern Metropolitan
Carnegie,3,u,577000,Southern Metropolitan
Caroline Springs,3,h,510000,Western Metropolitan
Carrum,2,u,0,South-Eastern Metropolitan
Carrum,2,u,0,South-Eastern Metropolitan
Carrum Downs,3,h,543000,South-Eastern Metropolitan
Caulfield,1,u,300000,Southern Metropolitan
Caulfield North,2,u,742500,Southern Metropolitan
Caulfield South,2,h,997000,Southern Metropolitan
Caulfield South,2,u,490000,Southern Metropolitan
Chelsea,3,h,955000,South-Eastern Metropolitan
Chelsea,4,h,1060000,South-Eastern Metropolitan
Chelsea,3,t,880000,South-Eastern Metropolitan
Chelsea,3,h,819000,South-Eastern Metropolitan
Chelsea,2,u,594000,South-Eastern Metropolitan
Cheltenham,3,u,590000,Southern Metropolitan
Cheltenham,3,t,886000,Southern Metropolitan
Cheltenham,3,h,1105000,Southern Metropolitan
Cheltenham,4,h,1305000,Southern Metropolitan
Cheltenham,4,h,1244000,Southern Metropolitan
Cheltenham,4,h,1245000,Southern Metropolitan
Clarinda,4,h,1270000,South-Eastern Metropolitan
Clayton,2,u,0,South-Eastern Metropolitan
Clifton Hill,2,h,1650000,Northern Metropolitan
Coburg,3,h,990000,Northern Metropolitan
Coburg,6,h,1455000,Northern Metropolitan
Coburg,3,h,1250000,Northern Metropolitan
Coburg,3,h,710000,Northern Metropolitan
Coburg,5,h,1790000,Northern Metropolitan
Coburg,2,u,650000,Northern Metropolitan
Coburg,3,h,1410000,Northern Metropolitan
Coburg,3,t,720000,Northern Metropolitan
Coburg,3,t,720000,Northern Metropolitan
Coburg North,4,h,0,Northern Metropolitan
Coburg North,3,h,761000,Northern Metropolitan
Coburg North,4,h,968000,Northern Metropolitan
Collingwood,3,h,0,Northern Metropolitan
Craigieburn,3,h,0,Northern Metropolitan
Craigieburn,4,h,515000,Northern Metropolitan
Craigieburn,3,h,685000,Northern Metropolitan
Craigieburn,4,h,491000,Northern Metropolitan
Craigieburn,3,h,460000,Northern Metropolitan
Craigieburn,3,h,442000,Northern Metropolitan
Craigieburn,3,h,477000,Northern Metropolitan
Craigieburn,4,h,552000,Northern Metropolitan
Craigieburn,3,h,0,Northern Metropolitan
Craigieburn,4,h,602000,Northern Metropolitan
Craigieburn,3,h,0,Northern Metropolitan
Craigieburn,4,h,535000,Northern Metropolitan
Craigieburn,3,h,665000,Northern Metropolitan
Cranbourne,4,h,540000,South-Eastern Metropolitan
Cranbourne West,3,h,462000,South-Eastern Metropolitan
Croydon,3,u,630000,Eastern Metropolitan
Croydon,3,h,1400000,Eastern Metropolitan
Croydon,3,t,585000,Eastern Metropolitan
Croydon,4,h,1080000,Eastern Metropolitan
Dandenong,3,h,600000,South-Eastern Metropolitan
Dandenong,3,h,550000,South-Eastern Metropolitan
Dandenong North,4,h,580000,South-Eastern Metropolitan
Dandenong North,4,h,745000,South-Eastern Metropolitan
Dandenong North,3,h,605000,South-Eastern Metropolitan
Dandenong North,3,h,621000,South-Eastern Metropolitan
Dandenong North,3,h,0,South-Eastern Metropolitan
Dandenong North,3,h,850000,South-Eastern Metropolitan
Deer Park,3,h,521000,Western Metropolitan
Deer Park,3,h,692000,Western Metropolitan
Deer Park,4,h,0,Western Metropolitan
Derrimut,4,h,772500,Western Metropolitan
Dingley Village,3,h,882000,South-Eastern Metropolitan
Dingley Village,6,h,960000,South-Eastern Metropolitan
Dingley Village,4,h,820000,South-Eastern Metropolitan
Dingley Village,4,h,1062000,South-Eastern Metropolitan
Dingley Village,4,h,981500,South-Eastern Metropolitan
Doncaster,3,h,1700000,Eastern Metropolitan
Doncaster,3,h,1355000,Eastern Metropolitan
Doncaster,4,h,1880000,Eastern Metropolitan
Doncaster,4,h,1545000,Eastern Metropolitan
Doncaster,4,h,1955000,Eastern Metropolitan
Doncaster,2,u,655000,Eastern Metropolitan
Doncaster East,3,h,1482000,Eastern Metropolitan
Doncaster East,4,h,0,Eastern Metropolitan
Doncaster East,3,h,0,Eastern Metropolitan
Doncaster East,4,h,1412000,Eastern Metropolitan
Doncaster East,3,h,1420000,Eastern Metropolitan
Donvale,3,t,835000,Eastern Metropolitan
Doveton,3,h,450000,South-Eastern Metropolitan
East Melbourne,2,u,0,Northern Metropolitan
Edithvale,4,h,1261000,South-Eastern Metropolitan
Edithvale,3,u,780000,South-Eastern Metropolitan
Elsternwick,2,u,595000,Southern Metropolitan
Elsternwick,2,u,632500,Southern Metropolitan
Eltham,4,h,0,Eastern Metropolitan
Eltham,4,h,860000,Eastern Metropolitan
Eltham,3,h,1140000,Eastern Metropolitan
Eltham,2,h,705000,Eastern Metropolitan
Eltham,4,h,850000,Eastern Metropolitan
Eltham,3,u,765000,Eastern Metropolitan
Elwood,2,u,0,Southern Metropolitan
Elwood,4,h,0,Southern Metropolitan
Elwood,1,u,490000,Southern Metropolitan
Epping,3,h,480000,Northern Metropolitan
Epping,4,t,450000,Northern Metropolitan
Epping,3,h,561000,Northern Metropolitan
Epping,3,h,550000,Northern Metropolitan
Epping,3,t,445000,Northern Metropolitan
Epping,4,h,599000,Northern Metropolitan
Epping,3,h,0,Northern Metropolitan
Epping,4,h,615000,Northern Metropolitan
Epping,3,h,553000,Northern Metropolitan
Epping,4,h,626000,Northern Metropolitan
Epping,4,h,560000,Northern Metropolitan
Essendon,3,h,0,Western Metropolitan
Essendon,1,u,426500,Western Metropolitan
Essendon North,3,h,812000,Western Metropolitan
Fawkner,2,u,445000,Northern Metropolitan
Fawkner,3,h,730000,Northern Metropolitan
Fawkner,3,t,600000,Northern Metropolitan
Fawkner,2,h,725000,Northern Metropolitan
Fawkner,3,h,0,Northern Metropolitan
Fawkner,3,h,668000,Northern Metropolitan
Fawkner,2,u,328000,Northern Metropolitan
Fawkner,3,t,543500,Northern Metropolitan
Ferntree Gully,3,h,790000,Eastern Metropolitan
Ferntree Gully,3,h,765000,Eastern Metropolitan
Ferntree Gully,3,h,560000,Eastern Metropolitan
Fitzroy,2,h,1200000,Northern Metropolitan
Fitzroy,2,u,880000,Northern Metropolitan
Fitzroy,2,u,681500,Northern Metropolitan
Fitzroy North,2,h,1055000,Northern Metropolitan
Fitzroy North,1,h,950000,Northern Metropolitan
Flemington,3,h,0,Northern Metropolitan
Flemington,2,h,1060000,Northern Metropolitan
Flemington,3,h,917000,Northern Metropolitan
Footscray,2,u,0,Western Metropolitan
Footscray,2,h,882000,Western Metropolitan
Footscray,3,h,895000,Western Metropolitan
Forest Hill,4,h,1626500,Eastern Metropolitan
Forest Hill,4,h,1190000,Eastern Metropolitan
Forest Hill,3,t,0,Eastern Metropolitan
Forest Hill,2,u,526000,Eastern Metropolitan
Frankston,3,h,790500,South-Eastern Metropolitan
Frankston South,5,h,790000,South-Eastern Metropolitan
Gisborne,5,h,920000,Northern Victoria
Gisborne,5,h,830000,Northern Victoria
Gisborne,4,h,475000,Northern Victoria
Gladstone Park,3,h,670000,Western Metropolitan
Gladstone Park,3,h,600000,Western Metropolitan
Gladstone Park,4,h,655000,Western Metropolitan
Glen Huntly,2,u,770000,Southern Metropolitan
Glen Huntly,1,u,0,Southern Metropolitan
Glen Iris,5,h,0,Southern Metropolitan
Glen Iris,2,u,910000,Southern Metropolitan
Glen Iris,3,t,1315000,Southern Metropolitan
Glen Waverley,5,h,1360000,Eastern Metropolitan
Glen Waverley,4,h,1193000,Eastern Metropolitan
Glen Waverley,3,h,1510000,Eastern Metropolitan
Glen Waverley,3,u,1174000,Eastern Metropolitan
Glen Waverley,4,h,1072000,Eastern Metropolitan
Glen Waverley,3,h,0,Eastern Metropolitan
Glen Waverley,3,h,1632000,Eastern Metropolitan
Glen Waverley,5,h,0,Eastern Metropolitan
Glenroy,3,t,0,Northern Metropolitan
Glenroy,3,u,590000,Northern Metropolitan
Glenroy,3,t,680000,Northern Metropolitan
Glenroy,3,h,640000,Northern Metropolitan
Glenroy,3,h,935000,Northern Metropolitan
Glenroy,3,t,720000,Northern Metropolitan
Gowanbrae,4,h,970000,Western Metropolitan
Greensborough,3,h,0,Northern Metropolitan
Greensborough,3,u,780000,Northern Metropolitan
Greensborough,3,h,720000,Northern Metropolitan
Greensborough,5,h,1100000,Northern Metropolitan
Greensborough,3,h,790000,Northern Metropolitan
Greensborough,6,h,0,Northern Metropolitan
Greensborough,2,h,1206000,Northern Metropolitan
Greenvale,5,h,880000,Northern Metropolitan
Greenvale,4,h,0,Northern Metropolitan
Greenvale,4,h,695000,Northern Metropolitan
Greenvale,4,h,705000,Northern Metropolitan
Greenvale,3,h,770000,Northern Metropolitan
Hadfield,3,t,630000,Northern Metropolitan
Hampton,2,u,860000,Southern Metropolitan
Hampton,3,h,1475000,Southern Metropolitan
Hampton,2,h,840000,Southern Metropolitan
Hampton East,2,t,1150000,Southern Metropolitan
Hampton East,2,u,1175000,Southern Metropolitan
Hawthorn,1,u,0,Southern Metropolitan
Hawthorn,1,u,0,Southern Metropolitan
Hawthorn East,2,u,555000,Southern Metropolitan
Hawthorn East,2,u,532000,Southern Metropolitan
Hawthorn East,2,h,0,Southern Metropolitan
Heathmont,4,h,0,Eastern Metropolitan
Heidelberg,2,u,0,Eastern Metropolitan
Heidelberg,3,h,870000,Eastern Metropolitan
Heidelberg Heights,4,h,0,Eastern Metropolitan
Heidelberg Heights,2,t,0,Eastern Metropolitan
Heidelberg Heights,3,u,630000,Eastern Metropolitan
Heidelberg West,4,h,725000,Eastern Metropolitan
Highett,2,t,727000,Southern Metropolitan
Highett,2,u,0,Southern Metropolitan
Highett,3,h,1305000,Southern Metropolitan
Highett,3,h,1161500,Southern Metropolitan
Highett,3,t,0,Southern Metropolitan
Hillside,4,h,691000,Western Metropolitan
Hillside,4,h,645000,Western Metropolitan
Hillside,4,h,606500,Western Metropolitan
Hillside,3,h,605000,Western Metropolitan
Hoppers Crossing,3,h,465000,Western Metropolitan
Hoppers Crossing,3,h,0,Western Metropolitan
Hoppers Crossing,4,h,531500,Western Metropolitan
